customer_id,first_name,last_name,email,segment,customer_city,customer_state,customer_country,zipcode
827,Tyler,Smith,XXXXXXXXX,Consumer,New York,NY,EE. UU.,10031.0
7758,Joyce,Howe,XXXXXXXXX,Consumer,Woodbridge,VA,EE. UU.,22192.0
3180,Raymond,Smith,XXXXXXXXX,Consumer,Riverside,CA,EE. UU.,92507.0
7775,Amy,Le,XXXXXXXXX,Consumer,Dundalk,MD,EE. UU.,21222.0
5554,Hannah,Ferguson,XXXXXXXXX,Consumer,Rio Rancho,NM,EE. UU.,87124.0
2633,Matthew,Figueroa,XXXXXXXXX,Consumer,Las Vegas,NV,EE. UU.,89123.0
5324,Mary,Patterson,XXXXXXXXX,Consumer,Houston,TX,EE. UU.,77015.0
4787,Brian,Smith,XXXXXXXXX,Consumer,Morristown,NJ,EE. UU.,7960.0
8424,Robert,Smith,XXXXXXXXX,Consumer,Yuma,AZ,EE. UU.,85364.0
6768,Catherine,Smith,XXXXXXXXX,Consumer,Laguna Hills,CA,EE. UU.,92653.0
2449,Mary,Burke,XXXXXXXXX,Consumer,Elgin,IL,EE. UU.,60123.0
4228,Michael,Jennings,XXXXXXXXX,Consumer,Detroit,MI,EE. UU.,48224.0
3404,Billy,Thompson,XXXXXXXXX,Consumer,College Station,TX,EE. UU.,77840.0
10194,Bobby,Walker,XXXXXXXXX,Consumer,Rome,NY,EE. UU.,13440.0
3708,Judy,Miller,XXXXXXXXX,Consumer,Westerville,OH,EE. UU.,43081.0
4181,Aaron,Hudson,XXXXXXXXX,Consumer,Ventura,CA,EE. UU.,93003.0
10713,Mary,Prince,XXXXXXXXX,Consumer,Glendale,AZ,EE. UU.,85301.0
3685,Mary,Watson,XXXXXXXXX,Consumer,Apex,NC,EE. UU.,27502.0
7623,Matthew,Smith,XXXXXXXXX,Consumer,San Antonio,TX,EE. UU.,78250.0
11453,Mary,Smith,XXXXXXXXX,Consumer,Roswell,NM,EE. UU.,88201.0
3201,Kathleen,Smith,XXXXXXXXX,Consumer,Forest Hills,NY,EE. UU.,11375.0
3785,Brian,Smith,XXXXXXXXX,Consumer,Las Vegas,NV,EE. UU.,89110.0
705,Timothy,Smith,XXXXXXXXX,Consumer,Atlanta,GA,EE. UU.,30331.0
9149,Ronald,Whitehead,XXXXXXXXX,Consumer,Santa Ana,CA,EE. UU.,92705.0
11369,Mary,Rodriguez,XXXXXXXXX,Consumer,Irwin,PA,EE. UU.,15642.0
5770,Brandon,Johnson,XXXXXXXXX,Consumer,Clovis,CA,EE. UU.,93611.0
455,Jeffrey,Smith,XXXXXXXXX,Consumer,Colorado Springs,CO,EE. UU.,80918.0
4600,Roger,Barron,XXXXXXXXX,Consumer,Crown Point,IN,EE. UU.,46307.0
11505,Michael,Schultz,XXXXXXXXX,Consumer,Bakersfield,CA,EE. UU.,93306.0
3813,Andrew,Smith,XXXXXXXXX,Consumer,Brooklyn,NY,EE. UU.,11201.0
8084,Mary,Smith,XXXXXXXXX,Consumer,Houston,TX,EE. UU.,77036.0
1524,Nathan,Walker,XXXXXXXXX,Consumer,La Mirada,CA,EE. UU.,90638.0
10122,Mary,Watson,XXXXXXXXX,Consumer,Salinas,CA,EE. UU.,93905.0
8003,Diane,Zimmerman,XXXXXXXXX,Consumer,El Paso,TX,EE. UU.,79912.0
1407,Olivia,White,XXXXXXXXX,Consumer,Bronx,NY,EE. UU.,10452.0
10424,Beverly,Smith,XXXXXXXXX,Consumer,Philadelphia,PA,EE. UU.,19149.0
4624,Kenneth,Matthews,XXXXXXXXX,Consumer,Lawton,OK,EE. UU.,73505.0
838,Mary,Smith,XXXXXXXXX,Consumer,Tinley Park,IL,EE. UU.,60477.0
10241,Patricia,Kidd,XXXXXXXXX,Consumer,Louisville,KY,EE. UU.,40214.0
10062,Judith,Smith,XXXXXXXXX,Consumer,Arlington Heights,IL,EE. UU.,60004.0
2302,Elizabeth,Lopez,XXXXXXXXX,Consumer,Bakersfield,CA,EE. UU.,93306.0
7448,Lauren,Smith,XXXXXXXXX,Consumer,Apex,NC,EE. UU.,27502.0
4931,Arthur,Smith,XXXXXXXXX,Consumer,Tampa,FL,EE. UU.,33624.0
1426,Mary,Conner,XXXXXXXXX,Consumer,Long Beach,CA,EE. UU.,90813.0
11914,William,Collins,XXXXXXXXX,Consumer,Colorado Springs,CO,EE. UU.,80906.0
256,David,Rodriguez,XXXXXXXXX,Consumer,Chicago,IL,EE. UU.,60625.0
4090,Mary,Middleton,XXXXXXXXX,Consumer,Brooklyn,NY,EE. UU.,11210.0
7852,Mary,Greene,XXXXXXXXX,Consumer,San Francisco,CA,EE. UU.,94109.0
5300,Joseph,Smith,XXXXXXXXX,Consumer,Orlando,FL,EE. UU.,32822.0
7562,Thomas,Hayes,XXXXXXXXX,Consumer,Escondido,CA,EE. UU.,92026.0
1543,Mary,Smith,XXXXXXXXX,Consumer,Fayetteville,NC,EE. UU.,28314.0
3873,Stephanie,Hunter,XXXXXXXXX,Consumer,Bronx,NY,EE. UU.,10463.0
10739,Doris,Nguyen,XXXXXXXXX,Consumer,Greeley,CO,EE. UU.,80631.0
2223,Sharon,Hoffman,XXXXXXXXX,Consumer,Virginia Beach,VA,EE. UU.,23452.0
5877,Mary,Patel,XXXXXXXXX,Consumer,Tempe,AZ,EE. UU.,85282.0
11585,Mary,Smith,XXXXXXXXX,Consumer,Chicago,IL,EE. UU.,60641.0
8588,Ronald,Smith,XXXXXXXXX,Consumer,Salt Lake City,UT,EE. UU.,84120.0
3090,Mary,Smith,XXXXXXXXX,Consumer,Middletown,CT,EE. UU.,6457.0
1049,Mary,Smith,XXXXXXXXX,Consumer,Washington,DC,EE. UU.,20009.0
7342,Julia,Hicks,XXXXXXXXX,Consumer,Greeley,CO,EE. UU.,80631.0
7829,Raymond,Smith,XXXXXXXXX,Consumer,Milford,CT,EE. UU.,6460.0
7123,Carl,Smith,XXXXXXXXX,Consumer,Meridian,ID,EE. UU.,83642.0
4592,Mary,Sanchez,XXXXXXXXX,Consumer,Bartlett,IL,EE. UU.,60103.0
4377,Mary,Chang,XXXXXXXXX,Consumer,Murfreesboro,TN,EE. UU.,37130.0
4529,Steven,Morgan,XXXXXXXXX,Consumer,Bronx,NY,EE. UU.,10467.0
2758,Kimberly,Perez,XXXXXXXXX,Consumer,Phoenix,AZ,EE. UU.,85009.0
9819,Crystal,Smith,XXXXXXXXX,Consumer,Stockton,CA,EE. UU.,95206.0
6583,Heather,Ibarra,XXXXXXXXX,Consumer,Moline,IL,EE. UU.,61265.0
7544,Barbara,Smith,XXXXXXXXX,Consumer,Detroit,MI,EE. UU.,48238.0
5487,Eugene,Rogers,XXXXXXXXX,Consumer,Chicago,IL,EE. UU.,60630.0
1528,Anthony,Smith,XXXXXXXXX,Consumer,Reno,NV,EE. UU.,89502.0
11218,Louis,Novak,XXXXXXXXX,Consumer,Murfreesboro,TN,EE. UU.,37130.0
4752,Mary,Smith,XXXXXXXXX,Consumer,Passaic,NJ,EE. UU.,7055.0
1295,Theresa,Lopez,XXXXXXXXX,Consumer,Winnetka,CA,EE. UU.,91306.0
9753,Jonathan,Johnson,XXXXXXXXX,Consumer,New Albany,IN,EE. UU.,47150.0
4846,Mary,Lambert,XXXXXXXXX,Consumer,Buffalo,NY,EE. UU.,14215.0
6892,Robert,Kramer,XXXXXXXXX,Consumer,Bakersfield,CA,EE. UU.,93308.0
6470,Douglas,Smith,XXXXXXXXX,Consumer,Revere,MA,EE. UU.,2151.0
12164,Robert,Hawkins,XXXXXXXXX,Consumer,Los Angeles,CA,EE. UU.,90016.0
3543,Matthew,Rasmussen,XXXXXXXXX,Consumer,Reseda,CA,EE. UU.,91335.0
2520,Gregory,Buck,XXXXXXXXX,Consumer,Woonsocket,RI,EE. UU.,2895.0
9692,Carolyn,Price,XXXXXXXXX,Consumer,Laredo,TX,EE. UU.,78046.0
8047,Gary,Smith,XXXXXXXXX,Consumer,San Jose,CA,EE. UU.,95116.0
3710,Ashley,Smith,XXXXXXXXX,Consumer,Springfield,MO,EE. UU.,65807.0
7293,Mary,Ryan,XXXXXXXXX,Consumer,Lancaster,SC,EE. UU.,29720.0
3319,Adam,Prince,XXXXXXXXX,Consumer,New York,NY,EE. UU.,10016.0
6880,Brenda,Smith,XXXXXXXXX,Consumer,Annandale,VA,EE. UU.,22003.0
5989,Kathleen,Becker,XXXXXXXXX,Consumer,Brooklyn,NY,EE. UU.,11235.0
11855,Mary,Small,XXXXXXXXX,Consumer,Columbus,OH,EE. UU.,43228.0
10012,Robert,Montoya,XXXXXXXXX,Consumer,Lynnwood,WA,EE. UU.,98037.0
10589,Mary,Smith,XXXXXXXXX,Consumer,Levittown,NY,EE. UU.,11756.0
7183,Anna,Smith,XXXXXXXXX,Consumer,Hacienda Heights,CA,EE. UU.,91745.0
4850,Mary,Smith,XXXXXXXXX,Consumer,Wayne,NJ,EE. UU.,7470.0
6325,Victoria,Smith,XXXXXXXXX,Consumer,Zanesville,OH,EE. UU.,43701.0
1793,Mary,Burke,XXXXXXXXX,Consumer,Glenview,IL,EE. UU.,60025.0
5974,Harold,Weiss,XXXXXXXXX,Consumer,Mcallen,TX,EE. UU.,78501.0
6441,Mary,Harris,XXXXXXXXX,Consumer,Metairie,LA,EE. UU.,70003.0
76,Joseph,Young,XXXXXXXXX,Consumer,Los Angeles,CA,EE. UU.,90016.0
9179,Mary,Pearson,XXXXXXXXX,Consumer,Rego Park,NY,EE. UU.,11374.0
5928,Janice,Chavez,XXXXXXXXX,Consumer,Oxnard,CA,EE. UU.,93033.0
4548,Ruth,Smith,XXXXXXXXX,Consumer,Hialeah,FL,EE. UU.,33016.0
2373,Mary,Smith,XXXXXXXXX,Consumer,Goose Creek,SC,EE. UU.,29445.0
10251,Mary,Nguyen,XXXXXXXXX,Consumer,Washington,DC,EE. UU.,20002.0
9928,Mary,Smith,XXXXXXXXX,Consumer,Aurora,IL,EE. UU.,60506.0
7951,Amy,Salazar,XXXXXXXXX,Consumer,Chicago,IL,EE. UU.,60618.0
12051,Ethan,Cox,XXXXXXXXX,Consumer,Campbell,CA,EE. UU.,95008.0
11516,Kevin,Smith,XXXXXXXXX,Consumer,Carol Stream,IL,EE. UU.,60188.0
349,Aaron,Berger,XXXXXXXXX,Consumer,Florissant,MO,EE. UU.,63031.0
12368,Alice,Smith,XXXXXXXXX,Consumer,Fresno,CA,EE. UU.,93702.0
3525,Joseph,Flores,XXXXXXXXX,Consumer,Cleveland,OH,EE. UU.,44105.0
871,Deborah,Smith,XXXXXXXXX,Consumer,Amarillo,TX,EE. UU.,79109.0
8770,Mary,Smith,XXXXXXXXX,Consumer,West Chester,PA,EE. UU.,19382.0
7979,Mary,Smith,XXXXXXXXX,Consumer,El Paso,TX,EE. UU.,79907.0
11756,Linda,Long,XXXXXXXXX,Consumer,Greeley,CO,EE. UU.,80631.0
12299,Randy,Smith,XXXXXXXXX,Consumer,Chicago,IL,EE. UU.,60660.0
1670,Keith,Callahan,XXXXXXXXX,Consumer,Opelousas,LA,EE. UU.,70570.0
11385,Mary,Stewart,XXXXXXXXX,Consumer,Wheeling,WV,EE. UU.,26003.0
12189,Judith,Hicks,XXXXXXXXX,Consumer,Ann Arbor,MI,EE. UU.,48103.0
11459,Mary,Smith,XXXXXXXXX,Consumer,Santa Ana,CA,EE. UU.,92703.0
3947,Mary,Blake,XXXXXXXXX,Consumer,Wichita,KS,EE. UU.,67212.0
9559,Austin,Smith,XXXXXXXXX,Consumer,Dallas,TX,EE. UU.,75211.0
9454,Mary,Carson,XXXXXXXXX,Consumer,Long Beach,CA,EE. UU.,90813.0
12362,Mary,Smith,XXXXXXXXX,Consumer,Tucson,AZ,EE. UU.,85705.0
7719,Dorothy,Smith,XXXXXXXXX,Consumer,Campbell,CA,EE. UU.,95008.0
7902,Mary,Smith,XXXXXXXXX,Consumer,El Paso,TX,EE. UU.,79927.0
7787,Robert,Christensen,XXXXXXXXX,Consumer,Highland,CA,EE. UU.,92346.0
10222,Mark,Reyes,XXXXXXXXX,Consumer,Pompano Beach,FL,EE. UU.,33068.0
6393,Mary,Smith,XXXXXXXXX,Consumer,Greenville,NC,EE. UU.,27834.0
6585,Andrew,Turner,XXXXXXXXX,Consumer,San Diego,CA,EE. UU.,92129.0
5227,Madison,Mcfarland,XXXXXXXXX,Consumer,New Castle,DE,EE. UU.,19720.0
1511,Julia,Stewart,XXXXXXXXX,Consumer,Wichita,KS,EE. UU.,67212.0
10505,Eugene,Wu,XXXXXXXXX,Consumer,Bell Gardens,CA,EE. UU.,90201.0
1283,Ashley,White,XXXXXXXXX,Consumer,Hawthorne,CA,EE. UU.,90250.0
4568,Mary,Hodge,XXXXXXXXX,Consumer,Buffalo,NY,EE. UU.,14215.0
1483,Olivia,Smith,XXXXXXXXX,Consumer,Marietta,GA,EE. UU.,30066.0
2675,Michael,Reynolds,XXXXXXXXX,Consumer,Anaheim,CA,EE. UU.,92804.0
7383,Catherine,Washington,XXXXXXXXX,Consumer,Aurora,IL,EE. UU.,60504.0
606,Mary,Smith,XXXXXXXXX,Consumer,Newark,DE,EE. UU.,19702.0
10682,Phillip,Smith,XXXXXXXXX,Consumer,Salem,OR,EE. UU.,97301.0
4292,Sean,Smith,XXXXXXXXX,Consumer,Dearborn,MI,EE. UU.,48126.0
10023,Victoria,Knight,XXXXXXXXX,Consumer,Newark,NJ,EE. UU.,7105.0
4930,Mary,Preston,XXXXXXXXX,Consumer,Napa,CA,EE. UU.,94558.0
9396,Jacqueline,Smith,XXXXXXXXX,Consumer,Salinas,CA,EE. UU.,93905.0
12284,Mary,Smith,XXXXXXXXX,Consumer,New Haven,CT,EE. UU.,6511.0
11037,Mary,Perry,XXXXXXXXX,Consumer,Davis,CA,EE. UU.,95616.0
11833,Mary,Weaver,XXXXXXXXX,Consumer,Strongsville,OH,EE. UU.,44136.0
2939,Kyle,Santiago,XXXXXXXXX,Consumer,Morrisville,PA,EE. UU.,19067.0
11903,Ann,Werner,XXXXXXXXX,Consumer,Berwyn,IL,EE. UU.,60402.0
11425,Kathy,Norman,XXXXXXXXX,Consumer,Detroit,MI,EE. UU.,48238.0
8171,Benjamin,Cole,XXXXXXXXX,Consumer,Temecula,CA,EE. UU.,92592.0
3407,Nancy,Myers,XXXXXXXXX,Consumer,Clovis,CA,EE. UU.,93611.0
1620,Stephen,Horton,XXXXXXXXX,Consumer,Beloit,WI,EE. UU.,53511.0
10701,Amanda,Smith,XXXXXXXXX,Consumer,Lynwood,CA,EE. UU.,90262.0
7236,Mary,Smith,XXXXXXXXX,Consumer,Columbia,MO,EE. UU.,65203.0
1320,Mary,Bishop,XXXXXXXXX,Consumer,Los Angeles,CA,EE. UU.,90011.0
10279,David,Smith,XXXXXXXXX,Consumer,Mission Viejo,CA,EE. UU.,92691.0
6003,Mary,Smith,XXXXXXXXX,Consumer,Hickory,NC,EE. UU.,28601.0
4538,Matthew,Smith,XXXXXXXXX,Consumer,Zanesville,OH,EE. UU.,43701.0
11626,Debra,Bradshaw,XXXXXXXXX,Consumer,Marietta,GA,EE. UU.,30067.0
3762,Juan,Smith,XXXXXXXXX,Consumer,West New York,NJ,EE. UU.,7093.0
11656,Mary,Wyatt,XXXXXXXXX,Consumer,Aurora,CO,EE. UU.,80012.0
11131,Mary,Smith,XXXXXXXXX,Consumer,Brooklyn,NY,EE. UU.,11209.0
4491,Mary,Banks,XXXXXXXXX,Consumer,Elmhurst,NY,EE. UU.,11373.0
836,Mary,Anderson,XXXXXXXXX,Consumer,Dearborn,MI,EE. UU.,48126.0
3761,Mary,Christian,XXXXXXXXX,Consumer,Hayward,CA,EE. UU.,94541.0
9152,Mary,Martinez,XXXXXXXXX,Consumer,Salt Lake City,UT,EE. UU.,84120.0
1381,Doris,Sanchez,XXXXXXXXX,Consumer,Campbell,CA,EE. UU.,95008.0
8872,Mary,Garcia,XXXXXXXXX,Consumer,Portland,OR,EE. UU.,97223.0
7382,Dorothy,Smith,XXXXXXXXX,Consumer,Chicago,IL,EE. UU.,60624.0
1466,Stephen,Cole,XXXXXXXXX,Consumer,Lenoir,NC,EE. UU.,28645.0
10268,Amy,Washington,XXXXXXXXX,Consumer,Murfreesboro,TN,EE. UU.,37130.0
10466,Mary,Smith,XXXXXXXXX,Consumer,Escondido,CA,EE. UU.,92025.0
773,Dylan,Horton,XXXXXXXXX,Consumer,Saint Paul,MN,EE. UU.,55112.0
7379,David,Mullins,XXXXXXXXX,Consumer,Marrero,LA,EE. UU.,70072.0
12041,Gary,Oneal,XXXXXXXXX,Consumer,Florissant,MO,EE. UU.,63033.0
4572,Crystal,Lucero,XXXXXXXXX,Consumer,Brooklyn,NY,EE. UU.,11201.0
8097,Marie,Martin,XXXXXXXXX,Consumer,Sheboygan,WI,EE. UU.,53081.0
7600,Mary,Tucker,XXXXXXXXX,Consumer,Hacienda Heights,CA,EE. UU.,91745.0
10239,Doris,Smith,XXXXXXXXX,Consumer,Riverside,CA,EE. UU.,92504.0
1155,Virginia,Miller,XXXXXXXXX,Consumer,Greeley,CO,EE. UU.,80631.0
1400,Aaron,Davis,XXXXXXXXX,Consumer,Pompano Beach,FL,EE. UU.,33068.0
856,Dennis,Ramos,XXXXXXXXX,Consumer,Fountain Valley,CA,EE. UU.,92708.0
10364,Mary,Simon,XXXXXXXXX,Consumer,Los Angeles,CA,EE. UU.,90046.0
3678,Alice,Castro,XXXXXXXXX,Consumer,Brooklyn,NY,EE. UU.,11226.0
11275,Kyle,Wheeler,XXXXXXXXX,Consumer,Webster,NY,EE. UU.,14580.0
4876,Harry,Smith,XXXXXXXXX,Consumer,Virginia Beach,VA,EE. UU.,23456.0
9849,Mary,Smith,XXXXXXXXX,Consumer,Dallas,TX,EE. UU.,75228.0
6516,Angela,Smith,XXXXXXXXX,Consumer,Las Cruces,NM,EE. UU.,88005.0
254,Diana,Hale,XXXXXXXXX,Consumer,San Antonio,TX,EE. UU.,78223.0
8375,John,Smith,XXXXXXXXX,Consumer,Philadelphia,PA,EE. UU.,19120.0
8448,Deborah,Brown,XXXXXXXXX,Consumer,New York,NY,EE. UU.,10009.0
2681,Mary,Smith,XXXXXXXXX,Consumer,Duluth,GA,EE. UU.,30096.0
6798,Maria,Harvey,XXXXXXXXX,Consumer,Gaithersburg,MD,EE. UU.,20878.0
11552,Mary,Smith,XXXXXXXXX,Consumer,Orlando,FL,EE. UU.,32825.0
3664,Mary,Smith,XXXXXXXXX,Consumer,Virginia Beach,VA,EE. UU.,23455.0
2515,Susan,Smith,XXXXXXXXX,Consumer,Apopka,FL,EE. UU.,32703.0
9786,Mary,Harrison,XXXXXXXXX,Consumer,Salt Lake City,UT,EE. UU.,84118.0
12403,Richard,Ferguson,XXXXXXXXX,Consumer,Cypress,CA,EE. UU.,90630.0
11862,Mary,Smith,XXXXXXXXX,Consumer,Lutz,FL,EE. UU.,33549.0
11765,Steven,Smith,XXXXXXXXX,Consumer,South El Monte,CA,EE. UU.,91733.0
1876,Austin,Smith,XXXXXXXXX,Consumer,Salina,KS,EE. UU.,67401.0
1078,Nancy,Smith,XXXXXXXXX,Consumer,Los Angeles,CA,EE. UU.,90044.0
2696,Ashley,Smith,XXXXXXXXX,Consumer,Memphis,TN,EE. UU.,38128.0
9650,Mary,Douglas,XXXXXXXXX,Consumer,Hampton,VA,EE. UU.,23666.0
914,Jacob,Martinez,XXXXXXXXX,Consumer,Bronx,NY,EE. UU.,10458.0
10760,Mary,Lang,XXXXXXXXX,Consumer,Oregon City,OR,EE. UU.,97045.0
8250,Emma,Smith,XXXXXXXXX,Consumer,Las Vegas,NV,EE. UU.,89108.0
1689,Thomas,Smith,XXXXXXXXX,Consumer,Troy,NY,EE. UU.,12180.0
755,Mary,Mayo,XXXXXXXXX,Consumer,Tucson,AZ,EE. UU.,85705.0
1854,Lauren,Mcguire,XXXXXXXXX,Consumer,Folsom,CA,EE. UU.,95630.0
6285,Mary,Garcia,XXXXXXXXX,Consumer,Brooklyn,NY,EE. UU.,11201.0
4937,Mary,Rogers,XXXXXXXXX,Consumer,Baldwin Park,CA,EE. UU.,91706.0
9570,William,Sampson,XXXXXXXXX,Consumer,Houston,TX,EE. UU.,77084.0
9823,Mary,Camacho,XXXXXXXXX,Consumer,Ogden,UT,EE. UU.,84404.0
1022,Mary,Smith,XXXXXXXXX,Consumer,Ogden,UT,EE. UU.,84404.0
4212,Robert,Mendez,XXXXXXXXX,Consumer,Fresno,CA,EE. UU.,93722.0
1492,Gerald,Patel,XXXXXXXXX,Consumer,Montebello,CA,EE. UU.,90640.0
1091,Mary,Smith,XXXXXXXXX,Consumer,Tucson,AZ,EE. UU.,85705.0
8342,Betty,Smith,XXXXXXXXX,Consumer,El Centro,CA,EE. UU.,92243.0
5383,Mary,Frye,XXXXXXXXX,Consumer,Staten Island,NY,EE. UU.,10312.0
11175,Mary,Jones,XXXXXXXXX,Consumer,Phoenix,AZ,EE. UU.,85033.0
7482,Mary,Smith,XXXXXXXXX,Consumer,Stafford,VA,EE. UU.,22554.0
6737,Joyce,Smith,XXXXXXXXX,Consumer,Moreno Valley,CA,EE. UU.,92557.0
7947,Mary,Andrews,XXXXXXXXX,Consumer,Richardson,TX,EE. UU.,75080.0
6095,Mary,Smith,XXXXXXXXX,Consumer,Revere,MA,EE. UU.,2151.0
2962,Amy,Smith,XXXXXXXXX,Consumer,Jackson Heights,NY,EE. UU.,11372.0
2787,Mary,Smith,XXXXXXXXX,Consumer,Chicago,IL,EE. UU.,60630.0
327,Mary,Smith,XXXXXXXXX,Consumer,Carrollton,TX,EE. UU.,75007.0
10310,Virginia,Le,XXXXXXXXX,Consumer,Mcallen,TX,EE. UU.,78501.0
11544,Diane,Perez,XXXXXXXXX,Consumer,Chandler,AZ,EE. UU.,85224.0
7133,Kathy,Smith,XXXXXXXXX,Consumer,Saint Paul,MN,EE. UU.,55112.0
4556,Mary,Jackson,XXXXXXXXX,Consumer,Detroit,MI,EE. UU.,48234.0
12296,Anna,Smith,XXXXXXXXX,Consumer,Orlando,FL,EE. UU.,32822.0
1174,Douglas,Smith,XXXXXXXXX,Consumer,Memphis,TN,EE. UU.,38109.0
6423,Dylan,Smith,XXXXXXXXX,Consumer,San Diego,CA,EE. UU.,92104.0
4017,James,Goodwin,XXXXXXXXX,Consumer,Florissant,MO,EE. UU.,63031.0
6649,Mary,Smith,XXXXXXXXX,Consumer,Detroit,MI,EE. UU.,48234.0
4169,Mary,Palmer,XXXXXXXXX,Consumer,Elgin,IL,EE. UU.,60120.0
1565,Denise,Smith,XXXXXXXXX,Consumer,Campbell,CA,EE. UU.,95008.0
6279,Gary,Lewis,XXXXXXXXX,Consumer,Miami,FL,EE. UU.,33176.0
10020,Mary,Wall,XXXXXXXXX,Consumer,Phoenix,AZ,EE. UU.,85035.0
1298,Susan,Fuller,XXXXXXXXX,Consumer,San Jose,CA,EE. UU.,95125.0
613,Emma,Smith,XXXXXXXXX,Consumer,South Ozone Park,NY,EE. UU.,11420.0
2585,Kyle,Rice,XXXXXXXXX,Consumer,Brooklyn,NY,EE. UU.,11210.0
11778,Mary,Smith,XXXXXXXXX,Consumer,San Diego,CA,EE. UU.,92129.0
7180,Mary,Walton,XXXXXXXXX,Consumer,Pacoima,CA,EE. UU.,91331.0
5242,Cheryl,Wang,XXXXXXXXX,Consumer,Philadelphia,PA,EE. UU.,19144.0
2959,Ronald,Smith,XXXXXXXXX,Consumer,Chicago,IL,EE. UU.,60608.0
987,Cheryl,Smith,XXXXXXXXX,Consumer,Albuquerque,NM,EE. UU.,87111.0
7625,Frances,Smith,XXXXXXXXX,Consumer,Detroit,MI,EE. UU.,48238.0
11567,Mary,Walker,XXXXXXXXX,Consumer,Spring Valley,CA,EE. UU.,91977.0
8056,John,Logan,XXXXXXXXX,Consumer,Pharr,TX,EE. UU.,78577.0
8616,Nicholas,Klein,XXXXXXXXX,Consumer,Riverside,CA,EE. UU.,92504.0
7925,William,Smith,XXXXXXXXX,Consumer,Houston,TX,EE. UU.,77072.0
1482,Mary,Greene,XXXXXXXXX,Consumer,Los Angeles,CA,EE. UU.,90037.0
11177,Mary,Cowan,XXXXXXXXX,Consumer,Wayne,NJ,EE. UU.,7470.0
4976,Mary,Smith,XXXXXXXXX,Consumer,Milford,CT,EE. UU.,6460.0
12120,Pamela,Smith,XXXXXXXXX,Consumer,Pompano Beach,FL,EE. UU.,33065.0
6288,Catherine,Johnson,XXXXXXXXX,Consumer,Detroit,MI,EE. UU.,48221.0
1300,Hannah,Hawkins,XXXXXXXXX,Consumer,Mission,TX,EE. UU.,78572.0
733,Alice,Sellers,XXXXXXXXX,Consumer,Amarillo,TX,EE. UU.,79109.0
2957,Eugene,Leach,XXXXXXXXX,Consumer,Lynnwood,WA,EE. UU.,98037.0
10357,Elizabeth,Smith,XXXXXXXXX,Consumer,Milwaukee,WI,EE. UU.,53215.0
1014,Mary,Maxwell,XXXXXXXXX,Consumer,Jamaica,NY,EE. UU.,11435.0
6009,Mary,Smith,XXXXXXXXX,Consumer,Salt Lake City,UT,EE. UU.,84119.0
11589,Mary,Anderson,XXXXXXXXX,Consumer,Kent,WA,EE. UU.,98031.0
8734,Harry,Chambers,XXXXXXXXX,Consumer,Ridgewood,NY,EE. UU.,11385.0
5297,Mary,Smith,XXXXXXXXX,Consumer,San Diego,CA,EE. UU.,92115.0
590,Paul,Black,XXXXXXXXX,Consumer,Meridian,ID,EE. UU.,83642.0
8723,John,Ryan,XXXXXXXXX,Consumer,Washington,DC,EE. UU.,20002.0
4147,Karen,Gillespie,XXXXXXXXX,Consumer,Dorchester Center,MA,EE. UU.,2124.0
7725,Mary,Reid,XXXXXXXXX,Consumer,Columbia,SC,EE. UU.,29223.0
3101,George,Reyes,XXXXXXXXX,Consumer,Mission Viejo,CA,EE. UU.,92692.0
12115,Lawrence,Smith,XXXXXXXXX,Consumer,Mission,TX,EE. UU.,78572.0
5403,Mary,Smith,XXXXXXXXX,Consumer,Columbus,OH,EE. UU.,43207.0
9126,Philip,Anderson,XXXXXXXXX,Consumer,Atlanta,GA,EE. UU.,30318.0
10371,Joseph,Smith,XXXXXXXXX,Consumer,Mount Prospect,IL,EE. UU.,60056.0
9576,Hannah,Pena,XXXXXXXXX,Consumer,Cupertino,CA,EE. UU.,95014.0
5196,Mary,Smith,XXXXXXXXX,Consumer,South San Francisco,CA,EE. UU.,94080.0
7713,Mary,Cruz,XXXXXXXXX,Consumer,Chicago,IL,EE. UU.,60632.0
2724,Dorothy,Smith,XXXXXXXXX,Consumer,Los Angeles,CA,EE. UU.,90004.0
9687,Mary,Mccormick,XXXXXXXXX,Consumer,Miami,FL,EE. UU.,33161.0
449,Mary,Smith,XXXXXXXXX,Consumer,Columbus,OH,EE. UU.,43228.0
1215,Joe,Hart,XXXXXXXXX,Consumer,Las Vegas,NV,EE. UU.,89123.0
3674,Amy,Torres,XXXXXXXXX,Consumer,El Cajon,CA,EE. UU.,92020.0
691,Mary,Terrell,XXXXXXXXX,Consumer,Stafford,VA,EE. UU.,22554.0
6626,Mary,Franklin,XXXXXXXXX,Consumer,Ontario,CA,EE. UU.,91761.0
226,Rose,Sanders,XXXXXXXXX,Consumer,Oxnard,CA,EE. UU.,93030.0
6281,Eugene,Calderon,XXXXXXXXX,Consumer,Lancaster,SC,EE. UU.,29720.0
3748,Brenda,Smith,XXXXXXXXX,Consumer,Lake Forest,CA,EE. UU.,92630.0
11238,Mary,Casey,XXXXXXXXX,Consumer,Hendersonville,TN,EE. UU.,37075.0
4852,Joshua,Smith,XXXXXXXXX,Consumer,Highland Park,MI,EE. UU.,48203.0
1499,Mary,Smith,XXXXXXXXX,Consumer,Fort Lauderdale,FL,EE. UU.,33313.0
6,Mary,Smith,XXXXXXXXX,Consumer,Passaic,NJ,EE. UU.,7055.0
